YR,PRD,MONTH,DATE,SCENRO,MU,BU,SCTR,CNTRY,SUBBRAND,AMT
2017,5.0,4,2017-04-01,Actual,NE FOBO,FOBO BU,Europe,Denmark,L3_1259,837801.0855832566
2017,5.0,4,2017-04-01,Actual,NE FOBO,FOBO BU,Europe,Denmark,L3_2198,37344.05049382542
2017,5.0,4,2017-04-01,Actual,NE FOBO,FOBO BU,Europe,Denmark,L3_24,7673.930808084366
2017,5.0,4,2017-04-01,Actual,NE FOBO,FOBO BU,Europe,Denmark,L3_97,4412.728156502504
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Denmark,L3_1077,44143.783505949155
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Denmark,L3_1233,272876.65635911183
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Denmark,L3_1259,896004.487388287
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Denmark,L3_2198,35821.18728910273
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Denmark,L3_24,5854.578628137482
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Denmark,L3_738,1775.2354652596282
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Denmark,L3_97,2466.309271378555
2017,5.0,4,2017-04-01,Actual,NE FOBO,FOBO BU,Europe,Finland,L3_1077,55140.77899022962
2017,5.0,4,2017-04-01,Actual,NE FOBO,FOBO BU,Europe,Finland,L3_1233,180797.9450790515
2017,5.0,4,2017-04-01,Actual,NE FOBO,FOBO BU,Europe,Finland,L3_1259,659222.2104394343
2017,5.0,4,2017-04-01,Actual,NE FOBO,FOBO BU,Europe,Finland,L3_24,52387.175263467485
2017,5.0,4,2017-04-01,Actual,NE FOBO,FOBO BU,Europe,Finland,L3_26,18281.75522884335
2017,5.0,4,2017-04-01,Actual,NE FOBO,FOBO BU,Europe,Finland,L3_738,10651.41279155777
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Finland,L3_1077,58731.485068297254
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Finland,L3_1233,149440.73143892694
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Finland,L3_1259,667194.675057476
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Finland,L3_24,11763.770402886874
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Finland,L3_26,29375.423536135204
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Finland,L3_738,10732.894806671928
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,Gaza,L3_1233,55231.97114537911
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,Gaza,L3_2198,48986.98865117328
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,Gaza,L3_24,69671.99002486738
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,Gaza,L3_26,8432.368459983234
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,Gaza,L3_1233,48509.06990341874
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,Gaza,L3_2198,34882.6160771523
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,Gaza,L3_24,61338.189400717136
2017,5.0,4,2017-04-01,Actual,BCCA FOBO,FOBO BU,Europe,Georgia,L3_101,2712.517523405634
2017,5.0,4,2017-04-01,Actual,BCCA FOBO,FOBO BU,Europe,Georgia,L3_1233,150166.8300691074
2017,5.0,4,2017-04-01,Actual,BCCA FOBO,FOBO BU,Europe,Georgia,L3_1259,19339.985769937935
2017,5.0,4,2017-04-01,Actual,BCCA FOBO,FOBO BU,Europe,Georgia,L3_2198,60629.447786591336
2017,5.0,4,2017-04-01,Actual,BCCA FOBO,FOBO BU,Europe,Georgia,L3_24,4097.903892661656
2017,5.0,4,2017-04-01,Actual,BCCA FOBO,FOBO BU,Europe,Georgia,L3_410,12473.10025149169
2017,5.0,4,2017-04-01,Actual,BCCA FOBO,FOBO BU,Europe,Georgia,L3_956,7782.505477164978
2018,5.0,4,2018-04-01,Actual,BCCA FOBO,FOBO BU,Europe,Georgia,L3_101,5677.58342549999
2018,5.0,4,2018-04-01,Actual,BCCA FOBO,FOBO BU,Europe,Georgia,L3_1233,183675.4297924313
2018,5.0,4,2018-04-01,Actual,BCCA FOBO,FOBO BU,Europe,Georgia,L3_1259,65437.271491268235
2018,5.0,4,2018-04-01,Actual,BCCA FOBO,FOBO BU,Europe,Georgia,L3_2198,78299.65554725859
2018,5.0,4,2018-04-01,Actual,BCCA FOBO,FOBO BU,Europe,Georgia,L3_24,2864.9130430494606
2018,5.0,4,2018-04-01,Actual,BCCA FOBO,FOBO BU,Europe,Georgia,L3_410,-237.1841384120096
2017,5.0,4,2017-04-01,Actual,DACH,NE,Europe,Germany,L3_1233,324117.475502455
2017,5.0,4,2017-04-01,Actual,DACH,NE,Europe,Germany,L3_1259,9543.581326213605
2017,5.0,4,2017-04-01,Actual,DACH,NE,Europe,Germany,L3_2198,91834.29726740542
2017,5.0,4,2017-04-01,Actual,DACH,NE,Europe,Germany,L3_24,106825.48449134573
2017,5.0,4,2017-04-01,Actual,DACH,NE,Europe,Germany,L3_3593,67042.82403330681
2017,5.0,4,2017-04-01,Actual,DACH,NE,Europe,Germany,L3_410,102940.536656499
2018,5.0,4,2018-04-01,Actual,DACH,NE,Europe,Germany,L3_1233,367349.8270554339
2018,5.0,4,2018-04-01,Actual,DACH,NE,Europe,Germany,L3_1259,19332.31421667735
2018,5.0,4,2018-04-01,Actual,DACH,NE,Europe,Germany,L3_2198,110048.98804533895
2018,5.0,4,2018-04-01,Actual,DACH,NE,Europe,Germany,L3_24,122799.78584461054
2018,5.0,4,2018-04-01,Actual,DACH,NE,Europe,Germany,L3_3593,78550.19619169725
2018,5.0,4,2018-04-01,Actual,DACH,NE,Europe,Germany,L3_410,122581.2346339986
2017,5.0,4,2017-04-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_1077,209165.2475115003
2017,5.0,4,2017-04-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_1233,5023231.425084359
2017,5.0,4,2017-04-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_1259,6608260.521193634
2017,5.0,4,2017-04-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_24,691302.9981754525
2017,5.0,4,2017-04-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_26,560315.9387261983
2017,5.0,4,2017-04-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_410,2564846.8716934477
2017,5.0,4,2017-04-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_4142,3137.8237867463176
2017,5.0,4,2017-04-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_738,9550.809070607876
2017,5.0,4,2017-04-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_956,295821.52473001624
2018,5.0,4,2018-04-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_1077,158141.94839136896
2018,5.0,4,2018-04-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_1233,2705152.8210569695
2018,5.0,4,2018-04-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_1259,8118548.289733223
2018,5.0,4,2018-04-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_24,416566.2291039992
2018,5.0,4,2018-04-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_26,1039809.8988397571
2018,5.0,4,2018-04-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_410,3113639.9570104186
2018,5.0,4,2018-04-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_4142,2512.3702915753806
2018,5.0,4,2018-04-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_738,8413.939825153395
2018,5.0,4,2018-04-01,Actual,GBI FOBO,FOBO BU,Europe,Great Britain,L3_956,299666.077574972
2017,5.0,4,2017-04-01,Actual,NE FOBO,FOBO BU,Europe,Iceland,L3_1077,9096.917009038203
2017,5.0,4,2017-04-01,Actual,NE FOBO,FOBO BU,Europe,Iceland,L3_1233,60325.71696265666
2017,5.0,4,2017-04-01,Actual,NE FOBO,FOBO BU,Europe,Iceland,L3_1259,99015.92780709108
2017,5.0,4,2017-04-01,Actual,NE FOBO,FOBO BU,Europe,Iceland,L3_24,15568.519157749395
2017,5.0,4,2017-04-01,Actual,NE FOBO,FOBO BU,Europe,Iceland,L3_738,9256.584925996633
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Iceland,L3_1077,6846.103992518285
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Iceland,L3_1233,52844.64928532683
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Iceland,L3_1259,86872.10555606434
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Iceland,L3_24,11302.480398216312
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Iceland,L3_26,182.10957152015104
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Iceland,L3_738,8749.37479306531
2017,5.0,4,2017-04-01,Actual,GBI FOBO,FOBO BU,Europe,Ireland,L3_1077,23585.757257683887
2017,5.0,4,2017-04-01,Actual,GBI FOBO,FOBO BU,Europe,Ireland,L3_1233,151029.8630180412
2017,5.0,4,2017-04-01,Actual,GBI FOBO,FOBO BU,Europe,Ireland,L3_1259,232037.0077067762
2017,5.0,4,2017-04-01,Actual,GBI FOBO,FOBO BU,Europe,Ireland,L3_24,387504.5718653357
2017,5.0,4,2017-04-01,Actual,GBI FOBO,FOBO BU,Europe,Ireland,L3_26,378966.0807802583
2017,5.0,4,2017-04-01,Actual,GBI FOBO,FOBO BU,Europe,Ireland,L3_410,41209.46961318183
2017,5.0,4,2017-04-01,Actual,GBI FOBO,FOBO BU,Europe,Ireland,L3_956,3382.933083485379
2018,5.0,4,2018-04-01,Actual,GBI FOBO,FOBO BU,Europe,Ireland,L3_1077,13189.45002923503
2018,5.0,4,2018-04-01,Actual,GBI FOBO,FOBO BU,Europe,Ireland,L3_1233,70911.64758758183
2018,5.0,4,2018-04-01,Actual,GBI FOBO,FOBO BU,Europe,Ireland,L3_1259,291072.0385268363
2018,5.0,4,2018-04-01,Actual,GBI FOBO,FOBO BU,Europe,Ireland,L3_24,456006.95842990285
2018,5.0,4,2018-04-01,Actual,GBI FOBO,FOBO BU,Europe,Ireland,L3_26,367557.3369354645
2018,5.0,4,2018-04-01,Actual,GBI FOBO,FOBO BU,Europe,Ireland,L3_410,37969.13950392031
2018,5.0,4,2018-04-01,Actual,GBI FOBO,FOBO BU,Europe,Ireland,L3_956,7371.031256824442
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,Israel,L3_1233,210551.84462462927
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,Israel,L3_1259,220870.31623142873
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,Israel,L3_2198,151820.75757469021
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,Israel,L3_24,96993.89938923446
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,Israel,L3_26,67671.97593569703
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,Israel,L3_1233,184659.29568237372
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,Israel,L3_1259,202356.068557903
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,Israel,L3_2198,142022.93716934478
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,Israel,L3_24,84735.43355899488
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,Israel,L3_26,57416.99013053616
2017,5.0,4,2017-04-01,Actual,Italy,SWE,Europe,Italy,L3_1233,1831457.0879093786
2017,5.0,4,2017-04-01,Actual,Italy,SWE,Europe,Italy,L3_1259,40063.049037357436
2017,5.0,4,2017-04-01,Actual,Italy,SWE,Europe,Italy,L3_2198,1978.4153910097004
2017,5.0,4,2017-04-01,Actual,Italy,SWE,Europe,Italy,L3_24,4488.365867575888
2017,5.0,4,2017-04-01,Actual,Italy,SWE,Europe,Italy,L3_2944,4785.875782829528
2017,5.0,4,2017-04-01,Actual,Italy,SWE,Europe,Italy,L3_410,12894.613005713158
2018,5.0,4,2018-04-01,Actual,Italy,SWE,Europe,Italy,L3_1233,1838449.803808303
2018,5.0,4,2018-04-01,Actual,Italy,SWE,Europe,Italy,L3_1259,36068.76924052327
2018,5.0,4,2018-04-01,Actual,Italy,SWE,Europe,Italy,L3_2198,2446.570343705311
2018,5.0,4,2018-04-01,Actual,Italy,SWE,Europe,Italy,L3_24,9974.139327805682
2018,5.0,4,2018-04-01,Actual,Italy,SWE,Europe,Italy,L3_2944,5873.075947672822
2018,5.0,4,2018-04-01,Actual,Italy,SWE,Europe,Italy,L3_410,14693.560544687327
2017,5.0,4,2017-04-01,Actual,BCCA FOBO,FOBO BU,Europe,Kazakhstan,L3_1233,1033037.9632695328
2017,5.0,4,2017-04-01,Actual,BCCA FOBO,FOBO BU,Europe,Kazakhstan,L3_2198,61248.73021352138
2017,5.0,4,2017-04-01,Actual,BCCA FOBO,FOBO BU,Europe,Kazakhstan,L3_24,61418.45540425354
2017,5.0,4,2017-04-01,Actual,BCCA FOBO,FOBO BU,Europe,Kazakhstan,L3_410,87.8741555303516
2017,5.0,4,2017-04-01,Actual,BCCA FOBO,FOBO BU,Europe,Kazakhstan,L3_956,147276.3872549365
2018,5.0,4,2018-04-01,Actual,BCCA FOBO,FOBO BU,Europe,Kazakhstan,L3_1233,1094223.4401527266
2018,5.0,4,2018-04-01,Actual,BCCA FOBO,FOBO BU,Europe,Kazakhstan,L3_1259,20561.030763703482
2018,5.0,4,2018-04-01,Actual,BCCA FOBO,FOBO BU,Europe,Kazakhstan,L3_2198,72837.48846449175
2018,5.0,4,2018-04-01,Actual,BCCA FOBO,FOBO BU,Europe,Kazakhstan,L3_24,66912.1117552993
2018,5.0,4,2018-04-01,Actual,BCCA FOBO,FOBO BU,Europe,Kazakhstan,L3_956,194201.77805329935
2017,5.0,4,2017-04-01,Actual,NE FOBO,FOBO BU,Europe,Latvia,L3_1077,2679.8482596000085
2017,5.0,4,2017-04-01,Actual,NE FOBO,FOBO BU,Europe,Latvia,L3_1233,176701.91013982444
2017,5.0,4,2017-04-01,Actual,NE FOBO,FOBO BU,Europe,Latvia,L3_1259,15781.19166190077
2017,5.0,4,2017-04-01,Actual,NE FOBO,FOBO BU,Europe,Latvia,L3_2198,14953.50573739618
2017,5.0,4,2017-04-01,Actual,NE FOBO,FOBO BU,Europe,Latvia,L3_24,20013.40232330419
2017,5.0,4,2017-04-01,Actual,NE FOBO,FOBO BU,Europe,Latvia,L3_956,17000.64281906927
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Latvia,L3_1077,10268.891816305397
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Latvia,L3_1233,272088.1043274887
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Latvia,L3_1259,4595.788746979634
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Latvia,L3_2198,41671.41236888266
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Latvia,L3_24,20120.349693208318
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Latvia,L3_956,29628.743316449807
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,Macedonia,L3_1233,324212.11950434296
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,Macedonia,L3_1259,3246.144850760463
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,Macedonia,L3_2198,96164.92782822484
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,Macedonia,L3_24,10384.113051502962
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,Macedonia,L3_1233,301363.81407930795
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,Macedonia,L3_1259,5322.007988559594
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,Macedonia,L3_2198,106698.25576070954
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,Macedonia,L3_24,11753.60154417307
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_1233,37491.690911780664
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_1259,7675.251667805542
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_1971,1920.4246178453363
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_2198,9783.836903763922
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_24,41564.715081752416
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_26,18804.73114340662
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_410,6688.749093009658
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_738,6340.0038370094335
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_956,7986.108078025825
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_1233,44307.221404267606
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_1259,9866.82211717963
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_1971,1513.1783350668916
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_2144,645.4248633103862
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_2198,11809.451015476954
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_24,40605.298936972096
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_26,16341.972342958587
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_3593,22437.708255549373
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_410,7442.230879234677
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_738,9510.189992462294
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_956,8550.992229822547
2017,5.0,4,2017-04-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_1233,339233.6900241629
2017,5.0,4,2017-04-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_1259,352622.02278218843
2017,5.0,4,2017-04-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_24,251745.68343043127
2017,5.0,4,2017-04-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_26,14075.081188844195
2017,5.0,4,2017-04-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_410,73996.32272653624
2017,5.0,4,2017-04-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_738,3377.1741351010546
2017,5.0,4,2017-04-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_956,975117.0950948554
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_1077,3519.298641099519
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_1233,600824.6743640502
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_1259,581039.7596387537
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_24,355361.18644903594
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_26,77674.28655963592
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_410,62538.62193824717
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_738,10118.102470536023
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_956,1523770.7032173914
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_1233,87161.10874726145
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_1259,4071.3962367825975
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_2074,26649.979993378092
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_24,14940.97891555656
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_2514,1390.303921016111
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_26,1591.9893204088678
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_410,5466.378590096722
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_1233,104369.45643980755
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_1259,8386.715391714159
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_2074,31872.022782188473
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_24,16016.406416208181
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_2514,2042.713521376794
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_26,1481.9352884405403
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_410,4904.529034257818
2017,5.0,4,2017-04-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_1077,27480.22232710827
2017,5.0,4,2017-04-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_1233,65822.99798045831
2017,5.0,4,2017-04-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_1259,1488369.1151026043
2017,5.0,4,2017-04-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_24,30030.04441751847
2017,5.0,4,2017-04-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_26,11657.379555204892
2017,5.0,4,2017-04-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_738,8368.96719336682
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_1077,26369.47440349975
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_1233,67738.24098624193
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_1259,1854461.244624911
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_24,30650.512207279877
2018,5.0,4,2018-04-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_26,12659.119567744254
2017,5.0,4,2017-04-01,Actual,Portugal,SWE,Europe,Portugal,L3_1233,185589.84840052697
2017,5.0,4,2017-04-01,Actual,Portugal,SWE,Europe,Portugal,L3_1259,53504.5261459779
2017,5.0,4,2017-04-01,Actual,Portugal,SWE,Europe,Portugal,L3_24,400654.56876571826
2017,5.0,4,2017-04-01,Actual,Portugal,SWE,Europe,Portugal,L3_26,38494.07902615655
2017,5.0,4,2017-04-01,Actual,Portugal,SWE,Europe,Portugal,L3_410,7382.506886082014
2017,5.0,4,2017-04-01,Actual,Portugal,SWE,Europe,Portugal,L3_4351,41807.43450296929
2017,5.0,4,2017-04-01,Actual,Portugal,SWE,Europe,Portugal,L3_738,1570.4141511627122
2017,5.0,4,2017-04-01,Actual,Portugal,SWE,Europe,Portugal,L3_956,611986.8054919585
2018,5.0,4,2018-04-01,Actual,Portugal,SWE,Europe,Portugal,L3_1233,177980.5199608319
2018,5.0,4,2018-04-01,Actual,Portugal,SWE,Europe,Portugal,L3_1259,73828.50661838778
2018,5.0,4,2018-04-01,Actual,Portugal,SWE,Europe,Portugal,L3_24,393968.1602361346
2018,5.0,4,2018-04-01,Actual,Portugal,SWE,Europe,Portugal,L3_26,38367.72030179003
2018,5.0,4,2018-04-01,Actual,Portugal,SWE,Europe,Portugal,L3_410,1581.734799546329
2018,5.0,4,2018-04-01,Actual,Portugal,SWE,Europe,Portugal,L3_4351,44055.64870062626
2018,5.0,4,2018-04-01,Actual,Portugal,SWE,Europe,Portugal,L3_738,1290.2157756440477
2018,5.0,4,2018-04-01,Actual,Portugal,SWE,Europe,Portugal,L3_956,578405.691969249
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,Rhodes,L3_1233,39404.331010968424
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,Rhodes,L3_1259,14663.233605489142
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,Rhodes,L3_24,28125.964227596458
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,Rhodes,L3_410,11203.109479898278
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,Rhodes,L3_837,35282.80487203511
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,Rhodes,L3_1233,40350.04543757441
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,Rhodes,L3_1259,16409.219953083062
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,Rhodes,L3_24,28310.905722316544
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,Rhodes,L3_410,10267.856262283996
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,Rhodes,L3_837,35625.17171176375
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_1233,1245049.2346058206
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_1259,21242.62255817066
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_2198,188814.1004416955
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_24,49303.515952463145
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_3190,2391.988897733757
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_837,21916.93025156214
2017,5.0,4,2017-04-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_956,1171.3384007382726
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_1233,1341451.0929673908
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_1259,30293.63239945616
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_2198,187744.56334138766
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_24,56933.75272097103
2018,5.0,4,2018-04-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_3190,25987.365536480385
