YR,PRD,MONTH,DATE,SCENRO,MU,BU,SCTR,CNTRY,SUBBRAND,AMT
2018,10.0,9,2018-09-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_24,43920.1566715744
2018,10.0,9,2018-09-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_26,16672.926954696275
2018,10.0,9,2018-09-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_3593,26059.505611012097
2018,10.0,9,2018-09-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_410,7803.047487548696
2018,10.0,9,2018-09-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_738,9510.005756835008
2018,10.0,9,2018-09-01,Actual,CE FOBO,FOBO BU,Europe,Malta,L3_956,10802.117602304988
2017,10.0,9,2017-09-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_1077,4490.394708107613
2017,10.0,9,2017-09-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_1233,557133.0863032129
2017,10.0,9,2017-09-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_1259,463689.4535515277
2017,10.0,9,2017-09-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_24,303549.7981726346
2017,10.0,9,2017-09-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_26,74642.3534550168
2017,10.0,9,2017-09-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_410,62451.748113812326
2017,10.0,9,2017-09-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_738,7068.2902087310595
2017,10.0,9,2017-09-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_956,1383340.175973738
2018,10.0,9,2018-09-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_1077,2392.8694708812072
2018,10.0,9,2018-09-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_1233,484367.9316393454
2018,10.0,9,2018-09-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_1259,532111.6425859262
2018,10.0,9,2018-09-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_24,279197.3575760991
2018,10.0,9,2018-09-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_26,80946.42592970913
2018,10.0,9,2018-09-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_410,56779.356547589676
2018,10.0,9,2018-09-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_738,9076.842335139096
2018,10.0,9,2018-09-01,Actual,NE FOBO,FOBO BU,Europe,Netherlands,L3_956,1443990.2712325288
2017,10.0,9,2017-09-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_1233,112266.3578790163
2017,10.0,9,2017-09-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_1259,7073.578508379533
2017,10.0,9,2017-09-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_2074,39039.105689911456
2017,10.0,9,2017-09-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_24,21484.680070164068
2017,10.0,9,2017-09-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_2514,3043.198717181039
2017,10.0,9,2017-09-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_26,2117.8483019027426
2017,10.0,9,2017-09-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_410,6274.708600734045
2018,10.0,9,2018-09-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_1233,100787.63379428402
2018,10.0,9,2018-09-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_1259,9423.436559988164
2018,10.0,9,2018-09-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_2074,33848.29034962277
2018,10.0,9,2018-09-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_24,21410.151035906252
2018,10.0,9,2018-09-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_2514,3429.4762174804337
2018,10.0,9,2018-09-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_26,2051.5411438997417
2018,10.0,9,2018-09-01,Actual,CE FOBO,FOBO BU,Europe,North Cyprus,L3_410,4322.016582953513
2017,10.0,9,2017-09-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_1077,27767.64140243602
2017,10.0,9,2017-09-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_1233,67370.84226694751
2017,10.0,9,2017-09-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_1259,975049.5670133072
2017,10.0,9,2017-09-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_24,25010.626414094804
2017,10.0,9,2017-09-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_26,10993.779631286412
2017,10.0,9,2017-09-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_738,8368.96719336682
2018,10.0,9,2018-09-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_1077,24613.174783202892
2018,10.0,9,2018-09-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_1233,62100.74258832149
2018,10.0,9,2018-09-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_1259,1322265.3982960558
2018,10.0,9,2018-09-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_24,25883.99936204237
2018,10.0,9,2018-09-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_26,12137.115805935768
2018,10.0,9,2018-09-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_738,4184.48359668341
2018,10.0,9,2018-09-01,Actual,NE FOBO,FOBO BU,Europe,Norway,L3_956,14302.26906088635
2017,10.0,9,2017-09-01,Actual,Portugal,SWE,Europe,Portugal,L3_1233,200523.63282213124
2017,10.0,9,2017-09-01,Actual,Portugal,SWE,Europe,Portugal,L3_1259,64770.29721104872
2017,10.0,9,2017-09-01,Actual,Portugal,SWE,Europe,Portugal,L3_24,471117.7537635696
2017,10.0,9,2017-09-01,Actual,Portugal,SWE,Europe,Portugal,L3_26,34659.63382246237
2017,10.0,9,2017-09-01,Actual,Portugal,SWE,Europe,Portugal,L3_410,3240.18513169852
2017,10.0,9,2017-09-01,Actual,Portugal,SWE,Europe,Portugal,L3_4351,47423.851556500726
2017,10.0,9,2017-09-01,Actual,Portugal,SWE,Europe,Portugal,L3_738,2132.3959338654345
2017,10.0,9,2017-09-01,Actual,Portugal,SWE,Europe,Portugal,L3_956,795287.8954749213
2018,10.0,9,2018-09-01,Actual,Portugal,SWE,Europe,Portugal,L3_1233,188335.871732193
2018,10.0,9,2018-09-01,Actual,Portugal,SWE,Europe,Portugal,L3_1259,83325.75923016774
2018,10.0,9,2018-09-01,Actual,Portugal,SWE,Europe,Portugal,L3_24,494085.8736694541
2018,10.0,9,2018-09-01,Actual,Portugal,SWE,Europe,Portugal,L3_26,41230.17125386572
2018,10.0,9,2018-09-01,Actual,Portugal,SWE,Europe,Portugal,L3_4351,58813.27622522948
2018,10.0,9,2018-09-01,Actual,Portugal,SWE,Europe,Portugal,L3_738,2011.9335272942453
2018,10.0,9,2018-09-01,Actual,Portugal,SWE,Europe,Portugal,L3_956,775075.1566095365
2017,10.0,9,2017-09-01,Actual,CE FOBO,FOBO BU,Europe,Rhodes,L3_1233,55691.862799659044
2017,10.0,9,2017-09-01,Actual,CE FOBO,FOBO BU,Europe,Rhodes,L3_1259,11667.587159130137
2017,10.0,9,2017-09-01,Actual,CE FOBO,FOBO BU,Europe,Rhodes,L3_24,22349.601628708093
2017,10.0,9,2017-09-01,Actual,CE FOBO,FOBO BU,Europe,Rhodes,L3_410,3629.46890872331
2017,10.0,9,2017-09-01,Actual,CE FOBO,FOBO BU,Europe,Rhodes,L3_837,76.08151993969835
2018,10.0,9,2018-09-01,Actual,CE FOBO,FOBO BU,Europe,Rhodes,L3_1233,59317.25289356337
2018,10.0,9,2018-09-01,Actual,CE FOBO,FOBO BU,Europe,Rhodes,L3_1259,13225.081541073456
2018,10.0,9,2018-09-01,Actual,CE FOBO,FOBO BU,Europe,Rhodes,L3_24,22636.17535381429
2018,10.0,9,2018-09-01,Actual,CE FOBO,FOBO BU,Europe,Rhodes,L3_410,5706.05059421076
2018,10.0,9,2018-09-01,Actual,CE FOBO,FOBO BU,Europe,Rhodes,L3_837,19.020379984924574
2017,10.0,9,2017-09-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_1233,925642.2301747763
2017,10.0,9,2017-09-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_1259,19614.548477312914
2017,10.0,9,2017-09-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_2198,158945.53831197653
2017,10.0,9,2017-09-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_24,53432.20291223151
2017,10.0,9,2017-09-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_3190,25364.51149324072
2017,10.0,9,2017-09-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_837,22373.03896360063
2018,10.0,9,2018-09-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_1233,1084113.6679041656
2018,10.0,9,2018-09-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_1259,40597.740097074384
2018,10.0,9,2018-09-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_2198,177069.8294505928
2018,10.0,9,2018-09-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_24,63010.75708156925
2018,10.0,9,2018-09-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_3190,32896.52913288201
2018,10.0,9,2018-09-01,Actual,CE FOBO,FOBO BU,Europe,Serbia,L3_837,29818.630109965976
2017,10.0,9,2017-09-01,Actual,CE FOBO,FOBO BU,Europe,Slovenia,L3_1233,77558.41017801668
2017,10.0,9,2017-09-01,Actual,CE FOBO,FOBO BU,Europe,Slovenia,L3_1259,7335.611082541405
2017,10.0,9,2017-09-01,Actual,CE FOBO,FOBO BU,Europe,Slovenia,L3_2198,464.9426218537122
2017,10.0,9,2017-09-01,Actual,CE FOBO,FOBO BU,Europe,Slovenia,L3_24,834.7833437828015
2017,10.0,9,2017-09-01,Actual,CE FOBO,FOBO BU,Europe,Slovenia,L3_738,760.8151993969835
2018,10.0,9,2018-09-01,Actual,CE FOBO,FOBO BU,Europe,Slovenia,L3_1233,67266.44030066289
2018,10.0,9,2018-09-01,Actual,CE FOBO,FOBO BU,Europe,Slovenia,L3_1259,11919.501525152691
2018,10.0,9,2018-09-01,Actual,CE FOBO,FOBO BU,Europe,Slovenia,L3_2198,1303.4243728558044
2018,10.0,9,2018-09-01,Actual,CE FOBO,FOBO BU,Europe,Slovenia,L3_24,2881.059223827605
2018,10.0,9,2018-09-01,Actual,CE FOBO,FOBO BU,Europe,Slovenia,L3_738,253.60506646566117
2017,10.0,9,2017-09-01,Actual,Spain,SWE,Europe,Spain,L3_1233,149574.13369213755
2017,10.0,9,2017-09-01,Actual,Spain,SWE,Europe,Spain,L3_1259,62829.04905144663
2017,10.0,9,2017-09-01,Actual,Spain,SWE,Europe,Spain,L3_2198,4706.3182884475855
2017,10.0,9,2017-09-01,Actual,Spain,SWE,Europe,Spain,L3_24,147608.19426148094
2017,10.0,9,2017-09-01,Actual,Spain,SWE,Europe,Spain,L3_26,43138.01046825358
2017,10.0,9,2017-09-01,Actual,Spain,SWE,Europe,Spain,L3_2748,1722.8237515233916
2017,10.0,9,2017-09-01,Actual,Spain,SWE,Europe,Spain,L3_2811,240.92481314237813
2017,10.0,9,2017-09-01,Actual,Spain,SWE,Europe,Spain,L3_3227,140.5394743330539
2017,10.0,9,2017-09-01,Actual,Spain,SWE,Europe,Spain,L3_3838,2889.3647897543556
2017,10.0,9,2017-09-01,Actual,Spain,SWE,Europe,Spain,L3_410,53931.27302698781
2017,10.0,9,2017-09-01,Actual,Spain,SWE,Europe,Spain,L3_738,1331.4265989447213
2017,10.0,9,2017-09-01,Actual,Spain,SWE,Europe,Spain,L3_857,30623.09355913577
2017,10.0,9,2017-09-01,Actual,Spain,SWE,Europe,Spain,L3_956,8618.535712524566
2018,10.0,9,2018-09-01,Actual,Spain,SWE,Europe,Spain,L3_1233,128961.83243749692
2018,10.0,9,2018-09-01,Actual,Spain,SWE,Europe,Spain,L3_1259,90287.16547026129
2018,10.0,9,2018-09-01,Actual,Spain,SWE,Europe,Spain,L3_2198,3472.783245158609
2018,10.0,9,2018-09-01,Actual,Spain,SWE,Europe,Spain,L3_24,111251.99185645954
2018,10.0,9,2018-09-01,Actual,Spain,SWE,Europe,Spain,L3_26,70690.34116926025
2018,10.0,9,2018-09-01,Actual,Spain,SWE,Europe,Spain,L3_2748,1042.3168231738673
2018,10.0,9,2018-09-01,Actual,Spain,SWE,Europe,Spain,L3_2811,231.20328559452776
2018,10.0,9,2018-09-01,Actual,Spain,SWE,Europe,Spain,L3_3227,133.1426598944721
2018,10.0,9,2018-09-01,Actual,Spain,SWE,Europe,Spain,L3_3838,2587.300021838214
2018,10.0,9,2018-09-01,Actual,Spain,SWE,Europe,Spain,L3_410,31216.811198072603
2018,10.0,9,2018-09-01,Actual,Spain,SWE,Europe,Spain,L3_738,1258.5151423358436
2018,10.0,9,2018-09-01,Actual,Spain,SWE,Europe,Spain,L3_857,28985.090135467377
2018,10.0,9,2018-09-01,Actual,Spain,SWE,Europe,Spain,L3_956,10417.905926609514
2017,10.0,9,2017-09-01,Actual,NE FOBO,FOBO BU,Europe,Sweden,L3_1077,38903.52440596538
2017,10.0,9,2017-09-01,Actual,NE FOBO,FOBO BU,Europe,Sweden,L3_1233,283347.713679415
2017,10.0,9,2017-09-01,Actual,NE FOBO,FOBO BU,Europe,Sweden,L3_1259,943156.6222627631
2017,10.0,9,2017-09-01,Actual,NE FOBO,FOBO BU,Europe,Sweden,L3_24,83126.76026572175
2017,10.0,9,2017-09-01,Actual,NE FOBO,FOBO BU,Europe,Sweden,L3_26,12853.550118701261
2017,10.0,9,2017-09-01,Actual,NE FOBO,FOBO BU,Europe,Sweden,L3_738,4691.693729614732
2018,10.0,9,2018-09-01,Actual,NE FOBO,FOBO BU,Europe,Sweden,L3_1077,39802.004888942116
2018,10.0,9,2018-09-01,Actual,NE FOBO,FOBO BU,Europe,Sweden,L3_1233,298268.6346894113
2018,10.0,9,2018-09-01,Actual,NE FOBO,FOBO BU,Europe,Sweden,L3_1259,1193251.2345635525
2018,10.0,9,2018-09-01,Actual,NE FOBO,FOBO BU,Europe,Sweden,L3_24,95697.66753831199
2018,10.0,9,2018-09-01,Actual,NE FOBO,FOBO BU,Europe,Sweden,L3_26,16936.591688798406
2018,10.0,9,2018-09-01,Actual,NE FOBO,FOBO BU,Europe,Sweden,L3_738,3043.260797587934
2017,10.0,9,2017-09-01,Actual,NE FOBO,FOBO BU,Europe,Switzerland,L3_1077,1825.9564785527605
2017,10.0,9,2017-09-01,Actual,NE FOBO,FOBO BU,Europe,Switzerland,L3_1233,32470.43035370862
2017,10.0,9,2017-09-01,Actual,NE FOBO,FOBO BU,Europe,Switzerland,L3_1259,4342.986763224448
2017,10.0,9,2017-09-01,Actual,NE FOBO,FOBO BU,Europe,Switzerland,L3_2198,342.3668397286426
2017,10.0,9,2017-09-01,Actual,NE FOBO,FOBO BU,Europe,Switzerland,L3_24,54073.883609363664
2017,10.0,9,2017-09-01,Actual,NE FOBO,FOBO BU,Europe,Switzerland,L3_26,32616.781610814847
2017,10.0,9,2017-09-01,Actual,NE FOBO,FOBO BU,Europe,Switzerland,L3_410,9137.707551090854
2018,10.0,9,2018-09-01,Actual,NE FOBO,FOBO BU,Europe,Switzerland,L3_1077,2728.3678400597382
2018,10.0,9,2018-09-01,Actual,NE FOBO,FOBO BU,Europe,Switzerland,L3_1233,62249.02608609892
2018,10.0,9,2018-09-01,Actual,NE FOBO,FOBO BU,Europe,Switzerland,L3_1259,67847.51290920234
2018,10.0,9,2018-09-01,Actual,NE FOBO,FOBO BU,Europe,Switzerland,L3_2198,73.33413171965367
2018,10.0,9,2018-09-01,Actual,NE FOBO,FOBO BU,Europe,Switzerland,L3_24,25722.168605101688
2018,10.0,9,2018-09-01,Actual,NE FOBO,FOBO BU,Europe,Switzerland,L3_26,14767.740026628533
2018,10.0,9,2018-09-01,Actual,NE FOBO,FOBO BU,Europe,Switzerland,L3_410,16883.757299951394
2017,10.0,9,2017-09-01,Actual,BCCA FOBO,FOBO BU,Europe,Tajikistan,L3_1233,68459.10266073982
2017,10.0,9,2017-09-01,Actual,BCCA FOBO,FOBO BU,Europe,Tajikistan,L3_2198,58575.373539129156
2017,10.0,9,2017-09-01,Actual,BCCA FOBO,FOBO BU,Europe,Tajikistan,L3_24,4926.278416095469
2018,10.0,9,2018-09-01,Actual,BCCA FOBO,FOBO BU,Europe,Tajikistan,L3_1233,118353.32116968294
2018,10.0,9,2018-09-01,Actual,BCCA FOBO,FOBO BU,Europe,Tajikistan,L3_2198,3046.177255852289
2018,10.0,9,2018-09-01,Actual,BCCA FOBO,FOBO BU,Europe,Tajikistan,L3_24,546.7725232999654
2017,10.0,9,2017-09-01,Actual,BCCA FOBO,FOBO BU,Europe,Turkmenistan,L3_1233,523194.6489330976
2017,10.0,9,2017-09-01,Actual,BCCA FOBO,FOBO BU,Europe,Turkmenistan,L3_2198,120174.9874958613
2017,10.0,9,2017-09-01,Actual,BCCA FOBO,FOBO BU,Europe,Uzbekistan,L3_1233,2926503.581114876
2017,10.0,9,2017-09-01,Actual,BCCA FOBO,FOBO BU,Europe,Uzbekistan,L3_2198,11885.095771135517
2017,10.0,9,2017-09-01,Actual,BCCA FOBO,FOBO BU,Europe,Uzbekistan,L3_24,1781.0472480327996
2017,10.0,9,2017-09-01,Actual,BCCA FOBO,FOBO BU,Europe,Uzbekistan,L3_34,8912.10471071411
2017,10.0,9,2017-09-01,Actual,BCCA FOBO,FOBO BU,Europe,Uzbekistan,L3_956,57942.41756074194
2018,10.0,9,2018-09-01,Actual,BCCA FOBO,FOBO BU,Europe,Uzbekistan,L3_1233,3184650.244654921
2018,10.0,9,2018-09-01,Actual,BCCA FOBO,FOBO BU,Europe,Uzbekistan,L3_2198,118211.02054870738
2018,10.0,9,2018-09-01,Actual,BCCA FOBO,FOBO BU,Europe,Uzbekistan,L3_24,93036.28313631978
2018,10.0,9,2018-09-01,Actual,BCCA FOBO,FOBO BU,Europe,Uzbekistan,L3_34,8270.95940205561
2018,10.0,9,2018-09-01,Actual,BCCA FOBO,FOBO BU,Europe,Uzbekistan,L3_956,129143.53694884927
2017,10.0,9,2017-09-01,Actual,CE FOBO,FOBO BU,Europe,Westbank,L3_1233,45814.55833973216
2017,10.0,9,2017-09-01,Actual,CE FOBO,FOBO BU,Europe,Westbank,L3_1259,-1751.2697864786232
2017,10.0,9,2017-09-01,Actual,CE FOBO,FOBO BU,Europe,Westbank,L3_2198,21824.892746190642
2017,10.0,9,2017-09-01,Actual,CE FOBO,FOBO BU,Europe,Westbank,L3_24,29895.23997379415
2017,10.0,9,2017-09-01,Actual,CE FOBO,FOBO BU,Europe,Westbank,L3_26,-1976.724690566596
2018,10.0,9,2018-09-01,Actual,CE FOBO,FOBO BU,Europe,Westbank,L3_1233,129973.12490753984
2018,10.0,9,2018-09-01,Actual,CE FOBO,FOBO BU,Europe,Westbank,L3_1259,6079.124780737286
2018,10.0,9,2018-09-01,Actual,CE FOBO,FOBO BU,Europe,Westbank,L3_2198,70729.05820940733
2018,10.0,9,2018-09-01,Actual,CE FOBO,FOBO BU,Europe,Westbank,L3_24,80905.82798531909
2018,10.0,9,2018-09-01,Actual,CE FOBO,FOBO BU,Europe,Westbank,L3_26,5039.344008228076
2017,11.0,10,2017-10-01,Actual,CE FOBO,FOBO BU,Europe,Albania,L3_1233,28459.053348643585
2017,11.0,10,2017-10-01,Actual,CE FOBO,FOBO BU,Europe,Albania,L3_1259,3067.046839446859
2017,11.0,10,2017-10-01,Actual,CE FOBO,FOBO BU,Europe,Albania,L3_24,2707.64619275394
2017,11.0,10,2017-10-01,Actual,CE FOBO,FOBO BU,Europe,Albania,L3_837,54374.891689502845
2017,11.0,10,2017-10-01,Actual,CE FOBO,FOBO BU,Europe,Albania,L3_956,6887.660000140891
2018,11.0,10,2018-10-01,Actual,CE FOBO,FOBO BU,Europe,Albania,L3_1233,41337.63640078053
2018,11.0,10,2018-10-01,Actual,CE FOBO,FOBO BU,Europe,Albania,L3_1259,299.7083541735645
2018,11.0,10,2018-10-01,Actual,CE FOBO,FOBO BU,Europe,Albania,L3_24,4110.3992166421285
2018,11.0,10,2018-10-01,Actual,CE FOBO,FOBO BU,Europe,Albania,L3_837,72761.26957514106
2018,11.0,10,2018-10-01,Actual,CE FOBO,FOBO BU,Europe,Albania,L3_956,10412.390016413885
2017,11.0,10,2017-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Armenia,L3_101,911.92155149944
2017,11.0,10,2017-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Armenia,L3_1233,66758.65603403942
2017,11.0,10,2017-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Armenia,L3_1259,11825.040682479412
2017,11.0,10,2017-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Armenia,L3_2198,13941.494720083407
2017,11.0,10,2017-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Armenia,L3_24,5765.520982296957
2017,11.0,10,2017-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Armenia,L3_410,3416.16591407015
2017,11.0,10,2017-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Armenia,L3_956,756.5884482892225
2018,11.0,10,2018-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Armenia,L3_101,904.5247370608581
2018,11.0,10,2018-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Armenia,L3_1233,89410.02303579355
2018,11.0,10,2018-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Armenia,L3_1259,8396.90249589653
2018,11.0,10,2018-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Armenia,L3_2198,21335.4349677358
2018,11.0,10,2018-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Armenia,L3_24,6092.940973447198
2018,11.0,10,2018-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Armenia,L3_410,562.1578973322156
2017,11.0,10,2017-10-01,Actual,CE FOBO,FOBO BU,Europe,Austria,L3_1233,140751.66428324868
2017,11.0,10,2017-10-01,Actual,CE FOBO,FOBO BU,Europe,Austria,L3_2198,3575.3524053736096
2017,11.0,10,2017-10-01,Actual,CE FOBO,FOBO BU,Europe,Austria,L3_24,14007.129120201756
2017,11.0,10,2017-10-01,Actual,CE FOBO,FOBO BU,Europe,Austria,L3_410,20069.523011137488
2018,11.0,10,2018-10-01,Actual,CE FOBO,FOBO BU,Europe,Austria,L3_1233,256967.47515022577
2018,11.0,10,2018-10-01,Actual,CE FOBO,FOBO BU,Europe,Austria,L3_2198,17167.87950941509
2018,11.0,10,2018-10-01,Actual,CE FOBO,FOBO BU,Europe,Austria,L3_24,35287.69381414976
2018,11.0,10,2018-10-01,Actual,CE FOBO,FOBO BU,Europe,Austria,L3_410,31447.746789430304
2017,11.0,10,2017-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Azerbaijan,L3_1077,8128.042380224441
2017,11.0,10,2017-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Azerbaijan,L3_1233,169688.46026501732
2017,11.0,10,2017-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Azerbaijan,L3_1259,3911.8581502328234
2017,11.0,10,2017-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Azerbaijan,L3_2198,33130.9236155629
2017,11.0,10,2017-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Azerbaijan,L3_24,8887.843159355562
2017,11.0,10,2017-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Azerbaijan,L3_410,8818.904848787979
2017,11.0,10,2017-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Azerbaijan,L3_956,5921.678301973187
2017,11.0,10,2017-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Azerbaijan,L3_97,6727.931075778603
2018,11.0,10,2018-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Azerbaijan,L3_1077,8233.711157918466
2018,11.0,10,2018-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Azerbaijan,L3_1233,236139.79274830408
2018,11.0,10,2018-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Azerbaijan,L3_1259,18033.370199995778
2018,11.0,10,2018-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Azerbaijan,L3_2198,57027.26254464507
2018,11.0,10,2018-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Azerbaijan,L3_24,9835.776630293127
2018,11.0,10,2018-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Azerbaijan,L3_34,2463.266010580967
2018,11.0,10,2018-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Azerbaijan,L3_410,1738.610666910879
2018,11.0,10,2018-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Azerbaijan,L3_97,26024.106570484593
2017,11.0,10,2017-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Belarus,L3_1233,200109.19107028382
2017,11.0,10,2017-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Belarus,L3_1259,48960.57145674977
2017,11.0,10,2017-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Belarus,L3_2198,27620.233457552855
2017,11.0,10,2017-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Belarus,L3_24,23204.335237719526
2018,11.0,10,2018-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Belarus,L3_1233,278709.32632631925
2018,11.0,10,2018-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Belarus,L3_1259,72228.30796108572
2018,11.0,10,2018-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Belarus,L3_2198,40506.01255345079
2018,11.0,10,2018-10-01,Actual,BCCA FOBO,FOBO BU,Europe,Belarus,L3_24,34353.97631610463
2017,11.0,10,2017-10-01,Actual,Belgium,NE,Europe,Belgium,L3_1233,29082.738652934426
2017,11.0,10,2017-10-01,Actual,Belgium,NE,Europe,Belgium,L3_1259,24821.532479059973
2017,11.0,10,2017-10-01,Actual,Belgium,NE,Europe,Belgium,L3_24,514.6914823920594
2017,11.0,10,2017-10-01,Actual,Belgium,NE,Europe,Belgium,L3_956,1313548.9246440728
2018,11.0,10,2018-10-01,Actual,Belgium,NE,Europe,Belgium,L3_1233,33347.35440603582
2018,11.0,10,2018-10-01,Actual,Belgium,NE,Europe,Belgium,L3_1259,28374.525371073523
2018,11.0,10,2018-10-01,Actual,Belgium,NE,Europe,Belgium,L3_24,436.5811219206357
2018,11.0,10,2018-10-01,Actual,Belgium,NE,Europe,Belgium,L3_956,1623289.7489552689
2017,11.0,10,2017-10-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_1233,311618.2609737026
2017,11.0,10,2017-10-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_1259,27392.728579177616
2017,11.0,10,2017-10-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_2198,96281.26915246596
2017,11.0,10,2017-10-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_24,35605.03124273528
2017,11.0,10,2017-10-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_3190,6057.462681310011
2017,11.0,10,2017-10-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_410,7379.90743415074
2017,11.0,10,2017-10-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_956,3054.8843631342766
2018,11.0,10,2018-10-01,Actual,CE FOBO,FOBO BU,Europe,Bulgaria,L3_1233,329720.85478996567
